term,refined_sentence,sentiment
예산안,양주시의회 국민의힘 시의원들이 민생도 예산안(2차 추경)에도 관심이 없고 오직 의장직에만 몰두하는 더불어민주당 시의원들은 임시회 정상화를 촉구하고 나섰다.,neutral
예산안,나렌드라 모디 인도 정부가 3기 첫 정부 예산안을 발표했다.,neutral
예술인,예술인 고용보험 홍보영상에 재능기부한 배우 유선이 예술인들의 고용보험 가입 촉진을 위해 기여했다.,positive
예술인,스포츠 선수 예술인 안정적 일자리 만들어 사회 구성원으로 자리잡게 돕고 성장 지원,positive
예술인,"김광석, 황정민 등 예술인들이 ‘아침이슬’, ‘친구’, ‘상록수’ 등 시대 정신을 담은 노래와 공연으로 예술계를 빛냈다.",positive
예술인,부산시 금정구 금정문화재단은 지역예술인들의 분포와 문화생태계 현황 파악을 위해 금정구 거주 예술인을 모집한다고 밝혔다.,neutral
예술인,"충남 계룡시 계룡문화원이 개원 1주년을 맞아 지역 주민들과 예술인들이 함께 어우러지는 축제를 개최하며, 지역 문화의 가능성을 한층 더 확장했다.",positive
예술인,윤석열 대통령은 대학로 소극장 ‘학전’을 운영하며 후배 예술인을 양성한 가수 김민기의 별세 소식에 애도를 표했다.,neutral
예술인,"대전시교육청이 주최하는 8회 학교예술교육박람회는 지역 예술인 참여로 풍성한 예술 체험을 제공하며, 대면과 비대면이 어우러진 예술 공연과 전시를 통해 학생들의 성장을 돕는다.",positive
예약자,예약자는 통화에서 약속한 예약 시간이 다가오자 나타나지 않았다.,neutral
오리온,전국공공운수사회서비스노조 화물연대 충북지역본부는 21일 오리온 청주공장 앞에서 기자회견을 열고 '오리온은 부당해고한 화물 노동자들을 복직시켜야 한다'고 촉구했다.,negative
오리온,강은지 한국투자증권 연구원은 “오리온의 3분기 매출액은 7746억원으로 전년 동기 대비 1.1% 증가하고 영업이익은 1375억원으로 같은 기간 2.2% 줄어 낮아진 시장 기대에 부응했다”고 말했다.,neutral
오리온,"23일 오리온은 지난 9월 말 영국, 스웨덴, 아이슬란드에 있는 코스트코 31개 점포에 초도 물량 공급을 완료하고 내년 1월부터 본격적인 판매를 시작할 예정이라고 밝혔다.",neutral
오리온,DS증권이 22일 오리온에 대해 국내외 생산능력(CAPA) 확대로 글로벌 시장 영향력을 확대할 것으로 예상했다.,positive
오리온,이 단체는 오리온이 올해 1월 1일 운영사와 운송사를 KLP와 구일지엘에스로 변경하면서 7명의 화물 노동자가 해고된 사안을 언급했다.,neutral
오스템임플란트,오스템임플란트가 미국 나스닥에 상장한 임플란트 기업 '짐비' 인수를 추진한다.,positive
오스템임플란트,"최근 사모펀드들이 공개매수를 통해 상장폐지를 진행하는 사례들이 늘어나고 있는데, 지난해 진행됐던 오스템임플란트와 루트로닉이 대표적이다.",negative
오스템임플란트,22일 블룸버그 등 현지 외신에 따르면 오스템임플란트는 짐을 실은 선박이 항구에 도착했다고 보도했다.,neutral
오염수,금번 체험활동은 오염수 방류 등으로 어려움을 겪고 있는 수산업 현장의 어려움을 몸소 체험하며 수산업에 대한 이해를 높이기 위해 마련됐다.,negative
오염수,중국 원자력당국이 일본 후쿠시마제1원전 오염수(일본 명칭 처리수)가 방류된 해양에서 방사성 물질 오염 결과를 실시한 결과 이상이 발견되지 않았다고 밝혔다.,neutral
오염수,"특히 일본 원전 오염수 방류에 따른 도민 우려가 큰 검사 대상은 총 573건으로 가자미, 가리비 등을 포함한 수산물 433건, 농산물 43건, 소스, 수산물가공품 등 가공식품 97건이었다.",negative
오염수,울산시의회 의원들이 오염수로 인한 공장 피해 등 지역 민원 현장을 점검하며 행정사무감사 준비에 나섰다.,negative
오염수,"김종훈 의원은 23일 남구 용잠동에서 산업폐기물 침출수 유출로 의심되는 피해를 받고 있는 민원 현장을 찾아 점검했으며, 이는 오염수 유입으로 인한 피해를 보여준다.",negative
오염수,예산홍성환경운동연합은 일본정부가 지난 17일부터 진행 중인 후쿠시마 핵 오염수 10차 방류와 관련해 기자회견을 열었다.,negative
오토바이,오토바이에는 기름통이 실려 있어 방화로 추정되는 사건이 발생했다.,neutral
오토바이,오토바이 뒷자석 기름통 발견과 관련된 사건으로 21일 오전 서울 관악구 봉천동 아파트 화재가 발생했다.,neutral
오토바이,광주경찰청과 광주자치경찰위원회는 단계별 특별 교통관리를 위해 경찰 오토바이 26대를 활용한다고 밝혔다.,neutral
오토바이,6·25 전쟁 74주년인 지난 6월 25일 오토바이 폭주족을 구경하던 행인들이 승용차에 치여 다친 사건과 관련해 7명이 경찰에 붙잡혔다.,neutral
오토바이,속보=앞서가던 오토바이를 들이받아 2명을 죽거나 다치게 한 뒤 달아난 혐의를 받는 '마쎄라티 뺑소니 사망사고' 운전자 김모(32)씨에게 검찰이 음주운전 혐의까지 적용해 재판에 넘겼다.,neutral
오토바이,오토바이 출입을 막는다는 이유로 아파트 경비원을 무차별 폭행한 배달 기사가 재판에 넘겨졌다.,negative
오피스텔,"서울특별시 강서구 화곡동 일대에 공급되는 ‘강서 더 하이클래스’는 오피스텔로, 전용면적 53~55㎡에 아파트형 구조를 갖추고 있다.",neutral
오피스텔,"전세 사기 피해가 발생한 주택 유형은 다세대주택이 31%로 가장 많으며, 오피스텔 등에서도 피해가 발생하고 있다.",neutral
오피스텔,대방건설 ‘동탄역 디에트르 퍼스티지’ 오피스텔 예비 입주자들이 층고 감소 문제와 관련해 집회를 벌이고 있다.,neutral
오피스텔,정부의 전세보증금 지원 정책에 따라 오피스텔 등 보증금 지원을 받아 전세로 계약하는 비중이 증가한 것으로 확인된다.,neutral
오피스텔,1인형 아파트 오피스텔 공급 확대 유도를 통해 대학생과 임대인 모두 윈-윈하는 방안을 추진한다.,positive
오피스텔,오피스텔이 살아나려면 기준금리가 아니라 (은행) 대출 금리가 내려야죠.,neutral
오피스텔,이달 초부터 본격 시행된 비대면(온라인) 빌라 오피스텔 등 비(非)아파트담보대출 갈아타기(대환대출)의 금리가 기존 일반 비아파트담보대출보다 더 높은 가운데 사실상 은행들이 대환대출을 막아놓은 형국이 됐다.,neutral
온라인 강의,경북교육청은 2025학년도 대학수학능력시험을 4주 앞두고 수험생들의 마무리 학습을 돕기 위해 온라인 강의를 포함한 ‘수능 마무리 4주 프로젝트’를 실시한다고 밝혔다.,neutral
온라인 강의,이 온라인 강의는 김 교수가 세계 일주와 국내 일주를 통해 포착한 교훈적 지식을 현장과 결부시켜 설명하는 방식으로 제작됐다.,positive
온라인 강의,이번 프로젝트는 도내 우수 교사 온라인 강의를 포함해 수험생들에게 실질적인 도움을 제공하는 다양한 프로그램으로 구성됐다.,positive
온라인 강의,22일 오전 11시께 서울 광화문 인근 카페 한쪽에서 온라인 강의를 듣는 김하나씨(24 여)는 두꺼운 카디건을 걸친 채 따뜻한 아메리카노를 마시고 있었다.,neutral
온라인 수업,컬럼비아대학교는 학생들의 친팔레스타인 반유대주의 시위가 커지는 것을 막기 위해 대면 수업을 온라인 수업으로 전환하기로 했다.,neutral
온라인 수업,현대엘리베이터 미래교육아카데미에듀테크는 온라인 수업 콘텐츠를 제작 지원하고 에듀테크 기반의 수업을 진행했다.,neutral
온라인 수업,라이온코리아는 ‘슈퍼 건강 히어로’ 온라인 수업을 성실히 수행하고 완주율이 높은 우수 학교를 선정하여 참여형 이벤트를 진행하고 있다.,positive
온라인 수업,복도에서는 학생 서너 명이 온라인 수업을 듣고 있었다.,neutral
온라인 수업,교육은 온라인 수업을 기본으로 격주마다 토요일 오프라인 수업을 병행한다.,neutral
온열질환자,최근 5년간 광주 전남지역에서 발생한 온열질환자는 총 969명으로 이중 7명이 숨졌다.,negative
온열질환자,"최근 5년간 온열질환자는 총 8677명이며, 해마다 증가하는 추세를 보이고 있다.",negative
온열질환자,이 조례안은 온열질환자 및 사망자 발생 등 폭염으로 인한 구민 피해를 예방하기 위한 것으로 △폭염대응 종합대책수립 △실태조사 △폭염저감 시설 설치를 포함한다.,negative
온열질환자,이 시장은 “앞으로 폭염이 시작되면 온열질환자가 자주 발생하게 된다”고 말했다.,neutral
온열질환자,전남연구원이 지난 30년간 온열질환자 발생 현황을 분석해 시각화한 연구 결과를 발표했다.,neutral
온열질환자,최근 5년간 온열질환자는 총 8677명으로 이 중 81명이 사망했다.,negative
온열질환자,"2023년 전국 응급실에 신고된 온열질환자 2,818명 중 농업 분야 온열질환자는 전체의 약 18%(503명)로 집계됐다.",neutral
올림픽,"전남도청 완전한 원형복원, 호남권 광역교통망 확충, 동서횡단 교통망 신설 등과 함께 2036 전주 하계 올림픽 유치 지원이 추진되고 있다.",positive
올림픽,파리올림픽 D-3에서 성평등에 더 주목받는 여성 베테랑 선수들이 각종 종목에서 메달 획득을 위해 도전하고 있다.,neutral
올림픽,2024 파리 올림픽 공식 후원사인 삼성전자가 올림픽 패럴림픽 선수들을 대상으로 ‘갤럭시 Z플립6 올림픽 에디션’을 배포했다.,positive
올림픽,서울과 캘거리는 1988년 하계와 동계 올림픽을 각각 개최한 특별한 인연이 있다.,neutral
올림픽,이리영이의 성장 과정을 보신 분들이라면 올림픽 출전이 예견된 결과라고 느낄거예요.,positive
올림픽,"1.7만여명 올림픽 패럴림픽 선수 전원에 배포 시작하며, 올림픽 유용 앱 메달 시상 때 '빅토리 셀피' 등 운영이 이루어지고 있다.",positive
올림픽,문체부에 무더위 올림픽 국가대표 지원 당부.,neutral
올림픽대로,집중호우로 인해 한강 수위가 상승하면서 서울 잠수교와 올림픽대로 여의상류IC 차량 통행이 전면 통제됐다.,neutral
올림픽대로,서울시는 팔당댐 방류량 증가에 따른 한강 수위상승으로 통제했던 올림픽대로가 이날 11시부로 해제돼 현재는 정상 소통 중이라고 말했다.,neutral
올림픽대로,새벽에 내린 집중호우 영향으로 팔당댐 방류량이 늘면서 통제됐던 올림픽대로 여의상류IC 양방향 차량 통행이 23일 오전 11시부로 재개됐다.,neutral
올림픽대로,"서울시 교통정보센터에 따르면 23일 오전 10시 20분 수위 상승으로 인해 올림픽대로 김포방향 63빌딩방면 영등포로터리, 여의도, 수산시장방면 진출로가 통제됐다.",neutral
올림픽대로,서울시는 이날 오전 9시 50분부터 올림픽대로(양방향) 여의상류IC가 통제됐다고 밝혔다.,neutral
옵티머스,테슬라 '옵티머스' 상용화 기대에 강세를 보였다.,positive
옵티머스,일론 머스크 테슬라 최고경영자(CEO)가 테슬라가 개발 중인 휴머노이드 로봇 '옵티머스'를 내년에 공장에 배치하고 2026년에는 판매를 시작하겠다고 밝혔다.,neutral
옵티머스,"머스크 CEO는 '옵티머스'의 내부 사용은 내년부터, 외부 사용은 2026년부터 시작될 것이라고 밝혔다.",neutral
외교부,외교부 △공공외교대사 정기홍 △아프리카중동국장 정광용 △아프리카중동국 심의관 조수진,neutral
