original_sentence,processed_sentence,term
미국 캘리포니아에서는 산불 위험 지역에 방화선을 구축하고 인근 마을 대상으로 산불 대피도 정기적으로 시행하고 있는데 우리나라도 마찬가지로 산림 지역과 주거지역 사이에 방화선을 설치하고 정기적으로 산불 위험이 높은 지역의 주민 대피 훈련이나 대피로 확보 등 실질적 대비책을 마련해 줘야 됩니다.,미국 캘리포니아 산불 위험 지역 방화선을 구축하고 인근 마 대상 산불 대피 정기적 시행하고 있는데 우리나라 마찬가지 산림 지역 주거지역 사이 방화선 설치하고 정기적 산불 위험 높은 지역 주민 대피 훈련 대피 확보 등 실질적 대비책 마련해 줘야 됩니다.,방화선
그래서 산불 발생했을 때 주민들이 신속하게 대피할 수 있는 대피로나 대피소 운영 매뉴얼이나 헬기 및 소방 장비로의 접근 개선 등을 훈련을 통해서 구체화시키는 게 중요합니다.,그래서 산불 발생했을 때 주민들 신속하게 대피할 수 있는 대피 대피소 운영 매뉴얼 헬기 및 소방 장비 접근 개선 등 훈련 통해서 구체화시키는 게 중요합니다.,매뉴얼
"최근 산불이 산림 지역에서 시작해 인접한 주거지로 번지면서 인명 피해나 재산 피해가 발생하는 경우가 많기 때문에 우리나라에서도 산이나 도시 지역의 산불 피해를 최소화시키기 위한 주거지와 인접한 산림 관리나 방화선이나 완충지대를 만드는 것이나, 주민 대피 경로, 비상 대피소 구축 등의 대응 전략이 필요하다고 볼 수 있겠습니다.","최근 산불 산림 지역 시작해 인접한 주거지 번지면서 인명 피해 재산 피해 발생하는 경우 많기 때문 우리나라 산 도시 지역 산불 피해 최소화시키기 위한 주거지 인접한 산림 관리 방화선 완충지대 만드는 것이나, 주민 대피 경로, 비상 대피소 구축 등 대응 전략 필요하다고 볼 수 있겠습니다.",방화선
"이어 국가지정문화유산인 만휴정을 찾은 이 지사는 방화선 구축, 방염포 배치 등 문화재 수호를 위한 대책도 점검했다.","이어 국가지정문화유산인 만휴정 찾은 이 지사 방화선 구축, 방염포 배치 등 문화재 수호 위한 대책 점검했다.",방화선
"이어 국가지정문화유산인 만휴정을 찾아 산불로 위협받을 가능성이 높은 만큼, 방화선을 구축하고 방염포를 배치하는 등 특단의 대책을 마련해 반드시 보호할 것을 당부했다.","이어 국가지정문화유산인 만휴정 찾아 산불 위협받을 가능성 높은 만큼, 방화선 구축하고 방염포 배치하는 등 특단 대책 마련해 반드시 보호할 것 당부했다.",방화선
"또, 향후 발생할 수 있는 재난 재해에 맞서 쉘터와 급식소, 구호 물자, 방염 물품, 회복 차량 등 예방 및 대응을 위한 인프라 구축에도 힘을 보탤 계획이다.","또, 향후 발생할 수 있는 재난 재해 맞서 쉘터 급식소, 구호 물자, 방염 물품, 회복 차량 등 예방 및 대응 위한 인프라 구축 힘 보탤 계획이다.",인프라
산림청과 소방청은 가용 자원을 총동원해 진화 작업을 펼치며 산불 확산 방지에 집중하고 있다.,산림청 소방청 가용 자원 총동원해 진화 작업 펼치며 산불 확산 방지 집중하고 있다.,가용 자원
"한편, 한국토요타자동차는 다양한 사회 이슈에 발맞춰 지속적인 기부와 지원을 이어오고 있다.","한편, 한국토요타자동차 다양한 사회 이슈 발맞춰 지속적인 기부 지원 이어오고 있다.",이슈
"산림당국은 이날 일출과 동시에 진화헬기 62대를 투입한 데 이어 오전에 진화헬기를 77대까지 늘렸고, 진화인력 3708명과 친화차량 530대 등 가용 자원을 총동원해 불길 잡기에 총력을 기울이고 있다.","산림당국 이날 일출 동시 진화헬기 62대 투입한 데 이어 오전 진화헬기 77대 늘렸고, 진화인력 3708명 친화차량 530대 등 가용 자원 총동원해 불길 잡기 총력 기울이고 있다.",가용 자원
"고기동 산불 대응 중앙재난안전대책본부장은 ""강풍과 건조한 날씨, 연무 등 기상이 좋지 않아 진화 작업이 쉽지 않은 상황""이라며, ""헬기 110대와 인력 6천 7백여 명 등 가용 자원을 총동원해 산불이 민가로 확산하지 않도록 최선을 다하겠다""고 밝혔습니다.","고기동 산불 대응 중앙재난안전대책본부장 ""강풍 건조한 날씨, 연무 등 기상이 좋지 않아 진화 작업 쉽지 않은 상황""라며, ""헬기 110대 인력 6천 7백여 명 등 가용 자원 총동원해 산불 민가 확산하지 않도록 최선 다하겠다"" 밝혔습니다.",가용 자원
이번엔  재난방송 스튜디오 연결해 산불 현재 상황을 산불 상황도와 CCTV 통해 살펴보겠습니다.,이번  재난방송 스튜디오 연결해 산불 현재 상황 산불 상황도 CCTV 통해 살펴보겠습니다.,스튜디오
지금까지 재난방송 스튜디오에서 전해드렸습니다.,지금 재난방송 스튜디오 전해드렸습니다.,스튜디오
"산림당국은 오늘 진화헬기 수를 77대까지 늘리고, 진화 인력 3천8백여 명, 장비 450여 대 등 가용자원을 최대한 투입할 계획입니다.","산림당국 오늘 진화헬기 수 77대 늘리고, 진화 인력 3천8백여 명, 장비 450여 대 등 가용자원 최대한 투입할 계획입니다.",가용자원
가용 자원을 총동원해 진화 작업을 벌이고 있지만 오히려 안동으로 불이 번지는 등 피해가 확산되고 있는데요.,가용 자원 총동원해 진화 작업 벌이고 있지만 오히려 안동 불 번지는 등 피해 확산되고 있는데요.,가용 자원
산림청과 소방청은 가용 자원을 총동원해 진화 작업을 펼치며 산불 확산 방지에 집중하고 있다.,산림청 소방청 가용 자원 총동원해 진화 작업 펼치며 산불 확산 방지 집중하고 있다.,가용 자원
"산불 진화헬기 13대, 진화인력 1천180명, 진화장비 5만 4천 점, 드론 38대, 감시영상시스템 운영 등 가용자원을 총동원하고, 소방 경찰 군인 등 유관기관과 긴밀한 공조체계를 구축해 만일의 사태에 철저히 대비할 계획이다.","산불 진화헬기 13대, 진화인력 1천180명, 진화장비 5만 4천 점, 드론 38대, 감시영상시스템 운영 등 가용자원 총동원하고, 소방 경찰 군인 등 유관기관 긴밀한 공조체계 구축해 만일 사태 철저히 대비할 계획이다.",가용자원
"위성 스타트업 텔레픽스는 천리안 해양관측위성(GOCI II)과 유럽우주국(ESA) 센티넬2 위성, 천리안 환경위성(GEMS) 등을 통해 지난 21일부터 23일 전국적으로 발생한 산불 관련 위성 데이터 분석결과를 25일 공개했다.","위성 스타트업 텔레픽스 천리안 해양관측위성(GOCI II) 유럽우주국(ESA) 센티넬2 위성, 천리안 환경위성(GEMS) 등 통해 지난 21일 23일 전국적 발생한 산불 관련 위성 데이터 분석결과 25일 공개했다.",스타트업
"경북도 관계자는 ""민 관 군 등 모든 가용자원을 총동원해 주불 진화에 총력을 기울이고 있다""고 말했다．","경북 관계자 ""민 관 군 등 모든 가용자원 총동원해 주불 진화 총력 기울이고 있다"" 말했다．",가용자원
"고기동 중대본 본부장은 ""산불 진화헬기가 대형산불 발생지역에 집중 투입될 수 있도록 타 지역에서는 산불 예방활동에 철저를 기해달라""며 ""대형산불에 정부의 가용 자원이 집중될 수 있도록 국민께서도 산불 예방에 함께 해 주시길 바란다""고 말했다.","고기동 중대본 본부장 ""산불 진화헬기 대형산불 발생지역 집중 투입될 수 있도록 타 지역 산불 예방활동 철저 기해달라""며 ""대형산불 정부 가용 자원 집중될 수 있도록 국민 산불 예방 함께 해 주시길 바란다"" 말했다.",가용 자원
가용 자원을 총동원해 진화를 하고 있지만 피해 면적은 계속 늘어나고 있는데요.,가용 자원 총동원해 진화 하고 있지만 피해 면적 계속 늘어나고 있는데요.,가용 자원
당국이 가용 자원을 총동원해 진화를 하고 있지만 피해 면적은 계속 늘어나고 있는데요.,당국 가용 자원 총동원해 진화 하고 있지만 피해 면적 계속 늘어나고 있는데요.,가용 자원
"한 대행은 오늘 국무회의를 열고 ""돌아온 의대생들이 공부에만 전념할 수 있는 환경을 조성하는 데 온 힘을 쏟겠다""고 밝혔습니다.","한 대행 오늘 국무회의 열고 ""돌아온 의대생들 공부 전념할 수 있는 환경 조성하는 데 온 힘 쏟겠다"" 밝혔습니다.",공부
"고기동 산불 대응 중앙재난안전대책본부장은 ""강풍과 건조한 날씨, 연무 등 기상이 좋지 않아 진화 작업이 쉽지 않은 상황""이라며, ""헬기 110대와 인력 6천7백여 명 등 가용 자원을 총동원해 산불이 민가로 확산하지 않도록 최선을 다하겠다""고 밝혔습니다.","고기동 산불 대응 중앙재난안전대책본부장 ""강풍 건조한 날씨, 연무 등 기상이 좋지 않아 진화 작업 쉽지 않은 상황""라며, ""헬기 110대 인력 6천7백여 명 등 가용 자원 총동원해 산불 민가 확산하지 않도록 최선 다하겠다"" 밝혔습니다.",가용 자원
이번엔  재난방송 스튜디오 연결해 산불 현재 상황을 산불 상황도와 CCTV 통해 살펴보겠습니다.,이번  재난방송 스튜디오 연결해 산불 현재 상황 산불 상황도 CCTV 통해 살펴보겠습니다.,스튜디오
지금까지 재난방송 스튜디오에서 전해드렸습니다.,지금 재난방송 스튜디오 전해드렸습니다.,스튜디오
위성 스타트업 텔레픽스는 지난 21~23일 발생한 산불 관련 위성 데이터 분석 결과를 오늘(25일) 공개했습니다.,위성 스타트업 텔레픽스 지난 21~23일 발생한 산불 관련 위성 데이터 분석 결과 오늘(25일) 공개했습니다.,스타트업
"산림당국은 오늘 진화헬기 수를 77대까지 늘리고, 진화 인력 3천여 명, 장비 450여 대 등 가용자원을 최대한 투입할 계획입니다.","산림당국 오늘 진화헬기 수 77대 늘리고, 진화 인력 3천여 명, 장비 450여 대 등 가용자원 최대한 투입할 계획입니다.",가용자원
"가용자원 총동원에도 속수무책   산림 당국은 이날 오전 일출과 동시에 산림청 12대, 군 18대, 소방 10대 등 총 66대의 산불진화헬기와 산불특수진화대, 군병력 등 총 3154명을 동원해 진화에 나섰다.","가용자원 총동원 속수무책   산림 당국 이날 오전 일출 동시 산림청 12대, 군 18대, 소방 10대 등 총 66대 산불진화헬기 산불특수진화대, 군병력 등 총 3154명 동원해 진화 나섰다.",가용자원
황사에 탁한 공기가 한반도를 둘러싸면서 수도권에는 초미세먼지 주의보가 발령됐습니다.,황사 탁한 공기 한반도 둘러싸면서 수도권 초미세먼지 주의보 발령됐습니다.,공기
위성 스타트업 텔레픽스는 지난 21~23일 발생한 산불 관련 위성 데이터 분석결과를 25일 공개했다.,위성 스타트업 텔레픽스 지난 21~23일 발생한 산불 관련 위성 데이터 분석결과 25일 공개했다.,스타트업
"아울러 앞으로 무이자 자금, 피해복구 성금, 피해조합원 가구당 최대 1000만 원 무이자 긴급생활안정자금, 신규대출 금리 우대(2% 이내) 및 기존대출 납입 유예(12개월), 농기계 긴급 수리, 신속 손해조사 및 보험금 조기지급 지원 등에 나설 방침이다.","아울러 앞 무이자 자금, 피해복구 성금, 피해조합원 가구당 최대 1000만 원 무이자 긴급생활안정자금, 신규대출 금리 우대(2% 이내) 및 기존대출 납입 유예(12개월), 농기계 긴급 수리, 신속 손해조사 및 보험금 조기지급 지원 등 나설 방침이다.",수리
"아울러 향후 재난 발생 시 대응을 위한 쉘터, 급식소, 구호 물자, 방염 물품, 회복 차량 등 예방 및 복구 인프라 구축에도 힘을 보탤 예정이다.","아울러 향후 재난 발생 시 대응 위한 쉘터, 급식소, 구호 물자, 방염 물품, 회복 차량 등 예방 및 복구 인프라 구축 힘 보탤 예정이다.",인프라
"또 ""경북 의성 산불 등 현재 곳곳에 발생하는 산불을 조기 진화하여 국민의 생명과 재산을 보호하는데 국가 행정력을 총동원해 달라""며 ""특히 앞으로 화재 진화 수송기 도입 등 선진형 재난 방재 시스템으로 전면 개편해야 한다""고 강조했다.","또 ""경북 성 산불 등 현재 곳곳 발생하는 산불 조기 진화하여 국민 생명 재산 보호하는데 국가 행정력 총동원해 달라""며 ""특히 앞 화재 진화 수송기 도입 등 선진형 재난 방재 시스템 전면 개편해야 한다"" 강조했다.",시스템
